,Participant ID,Urban/Rural,Age Group,Marital Status,sex,Kids under 14,Feeling Rushed,Sleep duration,Work duration,Prov_ab,Employment Rate,Pct house over 30,region,Income
0,10000,1,5,5,1,0,1,510,0,MB,61.7,11.4,Prairies,68147.0
1,10009,1,6,3,1,0,6,540,0,MB,61.7,11.4,Prairies,68147.0
2,10016,2,7,1,1,0,6,660,0,MB,61.7,11.4,Prairies,68147.0
3,10023,1,6,1,2,0,3,330,0,MB,61.7,11.4,Prairies,68147.0
4,10047,2,7,1,1,0,3,510,0,MB,61.7,11.4,Prairies,68147.0
5,10087,1,3,1,1,0,2,300,735,MB,61.7,11.4,Prairies,68147.0
6,10092,1,6,3,2,0,2,690,0,MB,61.7,11.4,Prairies,68147.0
7,10095,1,2,1,2,0,2,450,540,MB,61.7,11.4,Prairies,68147.0
8,10121,1,3,6,2,0,2,570,495,MB,61.7,11.4,Prairies,68147.0
9,10147,1,6,1,2,0,2,525,0,MB,61.7,11.4,Prairies,68147.0
10,10211,1,5,1,2,0,3,455,0,MB,61.7,11.4,Prairies,68147.0
11,10232,2,7,3,2,0,6,570,0,MB,61.7,11.4,Prairies,68147.0
12,10240,1,3,1,2,1,1,660,470,MB,61.7,11.4,Prairies,68147.0
13,10308,1,4,5,2,0,2,1110,0,MB,61.7,11.4,Prairies,68147.0
14,10310,2,2,1,1,2,2,500,0,MB,61.7,11.4,Prairies,68147.0
15,10319,2,2,1,2,3,3,605,0,MB,61.7,11.4,Prairies,68147.0
16,10334,1,5,1,1,0,3,340,495,MB,61.7,11.4,Prairies,68147.0
17,10337,2,3,1,1,0,1,370,625,MB,61.7,11.4,Prairies,68147.0
18,10341,1,7,6,2,0,97,360,0,MB,61.7,11.4,Prairies,68147.0
19,10346,1,4,1,2,0,2,410,430,MB,61.7,11.4,Prairies,68147.0
20,10388,2,1,6,1,0,3,375,585,MB,61.7,11.4,Prairies,68147.0
21,10395,2,6,3,2,0,2,570,0,MB,61.7,11.4,Prairies,68147.0
22,10440,2,5,1,2,0,3,540,0,MB,61.7,11.4,Prairies,68147.0
23,10441,1,1,6,2,0,2,705,0,MB,61.7,11.4,Prairies,68147.0
24,10444,1,6,1,1,0,1,780,600,MB,61.7,11.4,Prairies,68147.0
25,10453,1,3,1,1,0,3,440,550,MB,61.7,11.4,Prairies,68147.0
26,10491,1,3,1,2,1,4,560,0,MB,61.7,11.4,Prairies,68147.0
27,10497,2,6,1,2,0,3,480,0,MB,61.7,11.4,Prairies,68147.0
28,10523,1,1,6,2,1,2,540,0,MB,61.7,11.4,Prairies,68147.0
29,10561,2,5,6,1,0,3,595,0,MB,61.7,11.4,Prairies,68147.0
30,10563,2,5,4,1,0,2,710,0,MB,61.7,11.4,Prairies,68147.0
31,10572,1,4,6,2,2,1,680,0,MB,61.7,11.4,Prairies,68147.0
32,10585,1,3,1,1,2,1,420,0,MB,61.7,11.4,Prairies,68147.0
33,10588,1,4,6,2,0,4,390,0,MB,61.7,11.4,Prairies,68147.0
34,10594,2,2,1,2,0,1,390,480,MB,61.7,11.4,Prairies,68147.0
35,10634,1,3,2,1,2,2,540,555,MB,61.7,11.4,Prairies,68147.0
36,10641,2,5,1,1,0,1,420,0,MB,61.7,11.4,Prairies,68147.0
37,10667,1,3,5,1,0,1,645,0,MB,61.7,11.4,Prairies,68147.0
38,10731,1,2,1,1,0,1,1120,0,MB,61.7,11.4,Prairies,68147.0
39,10742,1,5,1,2,0,3,555,0,MB,61.7,11.4,Prairies,68147.0
40,10747,2,3,1,1,0,1,530,0,MB,61.7,11.4,Prairies,68147.0
41,10754,1,2,4,2,2,1,480,0,MB,61.7,11.4,Prairies,68147.0
42,10770,1,5,1,1,0,2,420,0,MB,61.7,11.4,Prairies,68147.0
43,10786,2,7,1,2,0,4,545,0,MB,61.7,11.4,Prairies,68147.0
44,10805,2,6,1,1,0,2,510,0,MB,61.7,11.4,Prairies,68147.0
45,10807,1,6,6,1,0,2,650,0,MB,61.7,11.4,Prairies,68147.0
46,10822,1,6,1,1,0,2,495,0,MB,61.7,11.4,Prairies,68147.0
47,10832,2,6,6,2,0,3,630,0,MB,61.7,11.4,Prairies,68147.0
48,10856,1,2,1,1,0,1,615,0,MB,61.7,11.4,Prairies,68147.0
49,10861,1,6,1,2,0,2,435,0,MB,61.7,11.4,Prairies,68147.0
50,10866,2,6,1,2,0,6,510,0,MB,61.7,11.4,Prairies,68147.0
51,10876,1,4,1,1,1,1,420,515,MB,61.7,11.4,Prairies,68147.0
52,10895,2,6,1,1,0,4,540,0,MB,61.7,11.4,Prairies,68147.0
53,10917,1,6,3,2,0,3,490,0,MB,61.7,11.4,Prairies,68147.0
54,10921,1,5,5,2,0,2,725,225,MB,61.7,11.4,Prairies,68147.0
55,10946,1,7,5,2,0,1,810,0,MB,61.7,11.4,Prairies,68147.0
56,10952,1,3,6,2,0,3,535,420,MB,61.7,11.4,Prairies,68147.0
57,10953,2,2,1,2,2,2,480,365,MB,61.7,11.4,Prairies,68147.0
58,10959,2,6,6,1,0,97,360,0,MB,61.7,11.4,Prairies,68147.0
59,10984,1,5,3,2,0,2,600,385,MB,61.7,11.4,Prairies,68147.0
60,10986,1,5,1,2,0,1,420,0,MB,61.7,11.4,Prairies,68147.0
61,10995,2,7,3,2,0,6,480,0,MB,61.7,11.4,Prairies,68147.0
62,11042,1,5,1,1,0,2,240,720,MB,61.7,11.4,Prairies,68147.0
63,11046,2,4,1,2,0,3,450,510,MB,61.7,11.4,Prairies,68147.0
64,11061,1,6,1,2,0,6,630,0,MB,61.7,11.4,Prairies,68147.0
65,11091,2,4,6,2,0,3,480,255,MB,61.7,11.4,Prairies,68147.0
66,11094,2,6,1,1,0,4,810,0,MB,61.7,11.4,Prairies,68147.0
67,11119,1,5,5,2,2,3,780,0,MB,61.7,11.4,Prairies,68147.0
68,11141,1,5,3,2,0,1,445,445,MB,61.7,11.4,Prairies,68147.0
69,11146,2,7,3,2,0,6,570,0,MB,61.7,11.4,Prairies,68147.0
70,11169,2,4,1,1,0,1,660,0,MB,61.7,11.4,Prairies,68147.0
71,11174,1,5,1,2,0,4,510,60,MB,61.7,11.4,Prairies,68147.0
72,11184,2,7,3,1,0,1,540,0,MB,61.7,11.4,Prairies,68147.0
73,11201,2,7,3,2,0,6,540,0,MB,61.7,11.4,Prairies,68147.0
74,11213,2,2,6,1,0,2,940,0,MB,61.7,11.4,Prairies,68147.0
75,11215,1,5,1,1,0,2,435,630,MB,61.7,11.4,Prairies,68147.0
76,11236,1,7,5,1,0,6,600,0,MB,61.7,11.4,Prairies,68147.0
77,11255,2,7,1,1,0,6,645,0,MB,61.7,11.4,Prairies,68147.0
78,11297,2,5,1,2,0,4,510,0,MB,61.7,11.4,Prairies,68147.0
79,11316,1,6,1,2,0,3,455,0,MB,61.7,11.4,Prairies,68147.0
80,11320,2,4,4,2,0,1,510,0,MB,61.7,11.4,Prairies,68147.0
81,11341,2,5,1,2,0,2,780,0,MB,61.7,11.4,Prairies,68147.0
82,11368,1,4,1,2,1,2,570,210,MB,61.7,11.4,Prairies,68147.0
83,11376,2,5,1,2,0,2,480,0,MB,61.7,11.4,Prairies,68147.0
84,11382,2,1,6,1,1,6,540,0,MB,61.7,11.4,Prairies,68147.0
85,11392,1,5,3,2,0,1,645,0,MB,61.7,11.4,Prairies,68147.0
86,11399,2,2,6,1,0,3,475,745,MB,61.7,11.4,Prairies,68147.0
87,11412,1,3,6,1,0,2,555,375,MB,61.7,11.4,Prairies,68147.0
88,11420,1,7,3,2,0,6,660,0,MB,61.7,11.4,Prairies,68147.0
89,11449,1,5,1,1,0,6,440,0,MB,61.7,11.4,Prairies,68147.0
90,11450,1,5,5,1,0,6,390,480,MB,61.7,11.4,Prairies,68147.0
91,11465,2,5,3,2,0,3,520,0,MB,61.7,11.4,Prairies,68147.0
92,11472,1,5,5,2,0,3,340,430,MB,61.7,11.4,Prairies,68147.0
93,11480,1,7,1,1,0,5,625,0,MB,61.7,11.4,Prairies,68147.0
94,11489,1,3,3,2,1,1,200,505,MB,61.7,11.4,Prairies,68147.0
95,11525,1,2,6,2,0,1,390,0,MB,61.7,11.4,Prairies,68147.0
96,11535,2,6,1,1,0,4,560,0,MB,61.7,11.4,Prairies,68147.0
97,11551,2,7,6,2,0,2,510,0,MB,61.7,11.4,Prairies,68147.0
98,11570,1,6,3,2,0,5,510,0,MB,61.7,11.4,Prairies,68147.0
99,11591,1,4,6,1,0,1,435,600,MB,61.7,11.4,Prairies,68147.0
100,11593,2,5,2,1,0,3,540,0,MB,61.7,11.4,Prairies,68147.0
101,11605,1,7,6,2,0,6,570,0,MB,61.7,11.4,Prairies,68147.0
102,11610,1,3,2,1,2,2,665,0,MB,61.7,11.4,Prairies,68147.0
103,11640,1,5,3,1,0,3,705,0,MB,61.7,11.4,Prairies,68147.0
104,11641,2,5,1,2,0,2,600,0,MB,61.7,11.4,Prairies,68147.0
105,11645,1,6,5,2,0,3,520,0,MB,61.7,11.4,Prairies,68147.0
106,11689,2,7,1,1,0,6,300,0,MB,61.7,11.4,Prairies,68147.0
107,11720,2,7,1,2,0,6,510,0,MB,61.7,11.4,Prairies,68147.0
108,11740,2,5,1,1,0,1,390,840,MB,61.7,11.4,Prairies,68147.0
109,11769,2,1,6,1,0,1,560,0,MB,61.7,11.4,Prairies,68147.0
110,11801,1,6,5,1,0,4,560,0,MB,61.7,11.4,Prairies,68147.0
111,11802,2,3,1,2,2,2,540,525,MB,61.7,11.4,Prairies,68147.0
112,11828,2,3,1,1,0,6,750,0,MB,61.7,11.4,Prairies,68147.0
113,11830,1,5,1,2,0,2,120,0,MB,61.7,11.4,Prairies,68147.0
114,11840,2,5,1,2,1,1,600,0,MB,61.7,11.4,Prairies,68147.0
115,11843,2,6,2,1,0,6,645,0,MB,61.7,11.4,Prairies,68147.0
116,11865,1,5,3,1,0,1,550,345,MB,61.7,11.4,Prairies,68147.0
117,11882,2,3,1,2,0,2,570,0,MB,61.7,11.4,Prairies,68147.0
118,11890,2,5,6,1,0,2,450,480,MB,61.7,11.4,Prairies,68147.0
119,11923,1,2,6,1,0,2,570,0,MB,61.7,11.4,Prairies,68147.0
120,11930,2,7,1,1,0,3,540,405,MB,61.7,11.4,Prairies,68147.0
121,11973,2,4,6,1,0,3,450,0,MB,61.7,11.4,Prairies,68147.0
122,11995,1,2,6,1,0,1,330,660,MB,61.7,11.4,Prairies,68147.0
123,12004,1,5,1,2,0,2,735,0,MB,61.7,11.4,Prairies,68147.0
124,12019,2,7,3,2,0,1,815,0,MB,61.7,11.4,Prairies,68147.0
125,12023,1,2,6,2,0,1,450,0,MB,61.7,11.4,Prairies,68147.0
126,12036,2,1,6,1,0,3,720,0,MB,61.7,11.4,Prairies,68147.0
127,12086,1,1,6,2,0,2,540,0,MB,61.7,11.4,Prairies,68147.0
128,12174,1,6,1,1,0,3,510,0,MB,61.7,11.4,Prairies,68147.0
129,12201,1,6,1,1,0,3,585,0,MB,61.7,11.4,Prairies,68147.0
130,12203,2,4,2,1,0,2,420,420,MB,61.7,11.4,Prairies,68147.0
131,12241,1,1,6,2,1,2,450,0,MB,61.7,11.4,Prairies,68147.0
132,12262,1,5,1,1,0,3,510,585,MB,61.7,11.4,Prairies,68147.0
133,12265,1,5,6,2,0,6,360,0,MB,61.7,11.4,Prairies,68147.0
134,12285,1,3,1,2,0,1,1175,0,MB,61.7,11.4,Prairies,68147.0
135,12297,1,1,6,1,0,3,540,0,MB,61.7,11.4,Prairies,68147.0
136,12305,1,1,6,2,0,2,495,0,MB,61.7,11.4,Prairies,68147.0
137,12344,1,4,1,1,0,1,510,525,MB,61.7,11.4,Prairies,68147.0
138,12369,2,2,2,1,1,1,415,680,MB,61.7,11.4,Prairies,68147.0
139,12381,2,1,2,1,1,1,360,790,MB,61.7,11.4,Prairies,68147.0
140,12391,1,1,6,2,0,1,510,0,MB,61.7,11.4,Prairies,68147.0
141,12393,2,5,1,1,0,6,750,0,MB,61.7,11.4,Prairies,68147.0
142,12395,2,3,1,2,3,2,495,0,MB,61.7,11.4,Prairies,68147.0
143,12397,2,1,6,2,1,3,550,0,MB,61.7,11.4,Prairies,68147.0
144,12421,1,4,1,2,0,2,600,0,MB,61.7,11.4,Prairies,68147.0
145,12434,2,3,1,2,1,1,620,0,MB,61.7,11.4,Prairies,68147.0
146,12438,1,1,6,1,0,2,375,330,MB,61.7,11.4,Prairies,68147.0
147,12519,2,1,6,2,1,4,540,405,MB,61.7,11.4,Prairies,68147.0
148,12533,2,3,1,1,2,4,360,485,MB,61.7,11.4,Prairies,68147.0
149,12558,1,6,6,2,0,3,470,0,MB,61.7,11.4,Prairies,68147.0
150,12567,1,5,1,2,0,1,420,510,MB,61.7,11.4,Prairies,68147.0
151,12596,2,4,1,1,0,1,450,540,MB,61.7,11.4,Prairies,68147.0
152,12601,1,3,1,1,2,1,0,525,MB,61.7,11.4,Prairies,68147.0
153,12602,2,7,1,1,0,6,120,0,MB,61.7,11.4,Prairies,68147.0
154,12623,2,2,1,2,1,3,660,0,MB,61.7,11.4,Prairies,68147.0
155,12636,1,6,5,2,0,2,420,510,MB,61.7,11.4,Prairies,68147.0
156,12713,1,6,6,2,0,3,625,0,MB,61.7,11.4,Prairies,68147.0
157,12774,1,3,6,2,0,2,735,0,MB,61.7,11.4,Prairies,68147.0
158,12780,1,1,6,1,0,2,570,0,MB,61.7,11.4,Prairies,68147.0
159,12781,1,6,3,2,0,6,465,0,MB,61.7,11.4,Prairies,68147.0
160,12801,2,5,1,2,0,1,810,0,MB,61.7,11.4,Prairies,68147.0
161,12825,1,5,1,2,0,1,470,585,MB,61.7,11.4,Prairies,68147.0
162,12852,1,4,1,2,0,2,450,0,MB,61.7,11.4,Prairies,68147.0
163,12866,1,3,1,2,3,2,420,0,MB,61.7,11.4,Prairies,68147.0
164,12871,2,3,2,2,1,2,495,505,MB,61.7,11.4,Prairies,68147.0
165,12889,1,4,1,1,2,1,450,105,MB,61.7,11.4,Prairies,68147.0
166,12891,1,3,1,2,1,6,480,0,MB,61.7,11.4,Prairies,68147.0
167,12916,1,3,1,2,2,1,420,555,MB,61.7,11.4,Prairies,68147.0
168,12928,2,4,1,2,0,4,565,0,MB,61.7,11.4,Prairies,68147.0
169,12972,1,5,1,1,0,3,450,330,MB,61.7,11.4,Prairies,68147.0
170,12984,1,5,1,2,0,2,240,0,MB,61.7,11.4,Prairies,68147.0
171,12986,2,2,2,2,3,1,600,0,MB,61.7,11.4,Prairies,68147.0
172,13049,1,4,2,2,0,1,480,0,MB,61.7,11.4,Prairies,68147.0
173,13069,1,4,1,1,2,1,510,0,MB,61.7,11.4,Prairies,68147.0
174,13098,1,5,1,2,0,3,560,0,MB,61.7,11.4,Prairies,68147.0
175,13149,1,3,1,1,0,1,625,0,MB,61.7,11.4,Prairies,68147.0
176,13150,2,5,6,1,0,1,690,0,MB,61.7,11.4,Prairies,68147.0
177,13161,1,6,1,2,0,5,675,0,MB,61.7,11.4,Prairies,68147.0
178,13193,1,5,1,2,0,1,490,525,MB,61.7,11.4,Prairies,68147.0
179,13216,1,5,1,2,0,3,480,0,MB,61.7,11.4,Prairies,68147.0
180,13232,1,4,6,2,0,3,590,0,MB,61.7,11.4,Prairies,68147.0
181,13323,1,4,1,2,0,2,540,0,MB,61.7,11.4,Prairies,68147.0
182,13383,1,5,1,2,0,3,810,0,MB,61.7,11.4,Prairies,68147.0
183,13430,1,7,3,2,0,3,555,0,MB,61.7,11.4,Prairies,68147.0
184,13432,1,5,3,2,0,3,420,425,MB,61.7,11.4,Prairies,68147.0
185,13435,1,5,5,1,0,1,565,0,MB,61.7,11.4,Prairies,68147.0
186,13468,1,1,6,2,1,3,405,0,MB,61.7,11.4,Prairies,68147.0
187,13522,2,3,5,2,1,1,180,0,MB,61.7,11.4,Prairies,68147.0
188,13546,1,7,6,2,0,2,450,0,MB,61.7,11.4,Prairies,68147.0
189,13552,1,2,1,1,1,2,280,720,MB,61.7,11.4,Prairies,68147.0
190,13555,2,5,4,1,0,5,535,640,MB,61.7,11.4,Prairies,68147.0
191,13581,1,6,1,1,0,3,510,0,MB,61.7,11.4,Prairies,68147.0
192,13597,1,5,1,2,0,1,535,530,MB,61.7,11.4,Prairies,68147.0
193,13610,1,2,6,2,0,2,450,525,MB,61.7,11.4,Prairies,68147.0
194,13630,2,7,1,1,0,6,450,480,MB,61.7,11.4,Prairies,68147.0
195,13648,2,6,3,2,0,5,420,0,MB,61.7,11.4,Prairies,68147.0
196,13681,1,3,1,1,0,3,540,0,MB,61.7,11.4,Prairies,68147.0
197,13683,1,7,3,2,0,2,540,0,MB,61.7,11.4,Prairies,68147.0
198,13706,2,5,1,1,2,1,420,0,MB,61.7,11.4,Prairies,68147.0
199,13732,2,1,6,2,2,2,470,0,MB,61.7,11.4,Prairies,68147.0
200,13747,2,3,1,2,3,1,650,0,MB,61.7,11.4,Prairies,68147.0
201,13756,1,2,1,1,0,1,275,495,MB,61.7,11.4,Prairies,68147.0
202,13775,1,7,3,2,0,4,600,0,MB,61.7,11.4,Prairies,68147.0
203,13817,2,3,1,1,0,4,480,210,MB,61.7,11.4,Prairies,68147.0
204,13852,1,5,1,2,0,6,600,0,MB,61.7,11.4,Prairies,68147.0
205,13889,1,3,1,1,2,2,390,905,MB,61.7,11.4,Prairies,68147.0
206,13893,2,3,1,2,2,1,395,480,MB,61.7,11.4,Prairies,68147.0
207,13906,1,6,1,2,0,5,540,0,MB,61.7,11.4,Prairies,68147.0
208,13908,1,7,3,2,0,6,1245,0,MB,61.7,11.4,Prairies,68147.0
209,13918,2,6,3,2,0,1,590,0,MB,61.7,11.4,Prairies,68147.0
210,13928,2,7,1,1,0,6,600,0,MB,61.7,11.4,Prairies,68147.0
211,13931,2,5,2,2,0,2,580,0,MB,61.7,11.4,Prairies,68147.0
212,13964,2,2,1,1,2,3,300,450,MB,61.7,11.4,Prairies,68147.0
213,13974,1,2,2,2,2,2,300,580,MB,61.7,11.4,Prairies,68147.0
214,13990,1,6,5,2,0,6,705,0,MB,61.7,11.4,Prairies,68147.0
215,14014,2,5,1,2,0,1,780,0,MB,61.7,11.4,Prairies,68147.0
216,14016,1,5,6,1,0,1,630,0,MB,61.7,11.4,Prairies,68147.0
217,14071,2,7,6,1,0,4,520,0,MB,61.7,11.4,Prairies,68147.0
218,14080,2,2,1,1,0,3,450,320,MB,61.7,11.4,Prairies,68147.0
219,14091,2,6,5,2,0,6,465,0,MB,61.7,11.4,Prairies,68147.0
220,14116,2,5,1,1,0,2,630,0,MB,61.7,11.4,Prairies,68147.0
221,14126,1,3,1,2,2,1,545,0,MB,61.7,11.4,Prairies,68147.0
222,14128,2,5,1,1,2,1,585,75,MB,61.7,11.4,Prairies,68147.0
223,14132,1,5,1,1,0,3,630,0,MB,61.7,11.4,Prairies,68147.0
224,14182,1,4,6,1,0,2,720,0,MB,61.7,11.4,Prairies,68147.0
225,14187,1,5,2,2,0,1,705,430,MB,61.7,11.4,Prairies,68147.0
226,14207,1,5,5,2,0,3,480,525,MB,61.7,11.4,Prairies,68147.0
227,14220,1,5,1,2,0,6,480,0,MB,61.7,11.4,Prairies,68147.0
228,14283,2,7,3,2,0,3,510,0,MB,61.7,11.4,Prairies,68147.0
229,14293,1,5,1,1,0,4,570,490,MB,61.7,11.4,Prairies,68147.0
230,14305,1,5,6,1,0,5,600,0,MB,61.7,11.4,Prairies,68147.0
231,14309,2,7,1,1,0,4,645,0,MB,61.7,11.4,Prairies,68147.0
232,14316,1,7,1,2,0,2,630,0,MB,61.7,11.4,Prairies,68147.0
233,14378,1,3,1,2,0,1,590,850,MB,61.7,11.4,Prairies,68147.0
234,14387,1,6,1,2,0,3,435,0,MB,61.7,11.4,Prairies,68147.0
235,14389,1,5,6,2,0,2,580,0,MB,61.7,11.4,Prairies,68147.0
236,14399,1,7,5,2,0,5,740,0,MB,61.7,11.4,Prairies,68147.0
237,14466,2,5,4,1,0,5,420,480,MB,61.7,11.4,Prairies,68147.0
238,14467,2,7,3,2,0,6,510,0,MB,61.7,11.4,Prairies,68147.0
239,14490,1,1,6,2,0,4,570,0,MB,61.7,11.4,Prairies,68147.0
240,14492,1,6,1,2,0,1,510,0,MB,61.7,11.4,Prairies,68147.0
241,14510,2,4,1,1,1,1,420,450,MB,61.7,11.4,Prairies,68147.0
242,14514,1,7,1,1,0,3,690,0,MB,61.7,11.4,Prairies,68147.0
243,14528,1,5,5,1,0,4,630,0,MB,61.7,11.4,Prairies,68147.0
244,14533,1,7,1,2,0,6,495,0,MB,61.7,11.4,Prairies,68147.0
245,14542,1,3,1,1,3,2,480,550,MB,61.7,11.4,Prairies,68147.0
246,14562,2,4,1,1,0,6,570,720,MB,61.7,11.4,Prairies,68147.0
247,14580,1,5,1,1,0,6,540,0,MB,61.7,11.4,Prairies,68147.0
248,14586,1,3,1,1,2,1,420,485,MB,61.7,11.4,Prairies,68147.0
249,14641,1,6,1,2,0,2,510,0,MB,61.7,11.4,Prairies,68147.0
250,14647,2,4,6,1,0,1,480,0,MB,61.7,11.4,Prairies,68147.0
251,14667,2,5,1,1,0,3,980,0,MB,61.7,11.4,Prairies,68147.0
252,14711,2,7,6,2,0,6,570,0,MB,61.7,11.4,Prairies,68147.0
253,14739,2,5,4,1,0,1,420,0,MB,61.7,11.4,Prairies,68147.0
254,14754,2,4,1,1,0,3,630,0,MB,61.7,11.4,Prairies,68147.0
255,14769,1,2,6,1,0,2,570,0,MB,61.7,11.4,Prairies,68147.0
256,14798,2,4,1,2,0,4,630,0,MB,61.7,11.4,Prairies,68147.0
257,14813,1,3,6,2,1,1,240,375,MB,61.7,11.4,Prairies,68147.0
258,14817,2,6,6,2,0,6,600,0,MB,61.7,11.4,Prairies,68147.0
259,14831,2,4,1,1,0,1,390,550,MB,61.7,11.4,Prairies,68147.0
260,14834,1,2,6,1,0,1,485,510,MB,61.7,11.4,Prairies,68147.0
261,14854,1,2,6,1,0,2,580,240,MB,61.7,11.4,Prairies,68147.0
262,14857,1,6,1,1,0,2,515,0,MB,61.7,11.4,Prairies,68147.0
263,14873,2,5,2,2,0,6,540,0,MB,61.7,11.4,Prairies,68147.0
264,14875,1,6,2,2,0,6,780,0,MB,61.7,11.4,Prairies,68147.0
265,14881,1,4,1,2,0,1,360,500,MB,61.7,11.4,Prairies,68147.0
266,14884,2,4,1,1,0,2,300,360,MB,61.7,11.4,Prairies,68147.0
267,14896,2,6,1,2,0,2,490,0,MB,61.7,11.4,Prairies,68147.0
268,14908,2,7,3,2,0,6,630,0,MB,61.7,11.4,Prairies,68147.0
269,14911,2,6,1,2,0,1,570,0,MB,61.7,11.4,Prairies,68147.0
270,14915,2,5,1,1,0,6,450,0,MB,61.7,11.4,Prairies,68147.0
271,14943,1,1,2,2,0,1,695,135,MB,61.7,11.4,Prairies,68147.0
272,14958,1,5,1,1,0,2,445,540,MB,61.7,11.4,Prairies,68147.0
273,14974,1,5,1,2,0,3,510,0,MB,61.7,11.4,Prairies,68147.0
274,14978,2,5,1,1,0,3,510,0,MB,61.7,11.4,Prairies,68147.0
275,15007,1,3,2,2,2,1,560,0,MB,61.7,11.4,Prairies,68147.0
276,15014,1,4,1,1,0,2,480,0,MB,61.7,11.4,Prairies,68147.0
277,15043,1,4,1,2,0,2,600,0,MB,61.7,11.4,Prairies,68147.0
278,15062,1,5,5,2,0,6,600,0,MB,61.7,11.4,Prairies,68147.0
279,15090,1,5,1,1,0,6,530,0,MB,61.7,11.4,Prairies,68147.0
280,15118,1,2,1,1,0,3,360,0,MB,61.7,11.4,Prairies,68147.0
281,15119,1,7,6,1,0,3,540,0,MB,61.7,11.4,Prairies,68147.0
282,15127,2,4,1,1,2,2,705,180,MB,61.7,11.4,Prairies,68147.0
283,15129,1,4,1,2,1,2,715,0,MB,61.7,11.4,Prairies,68147.0
284,15134,1,7,3,2,0,6,570,0,MB,61.7,11.4,Prairies,68147.0
285,15141,1,4,4,2,0,1,740,0,MB,61.7,11.4,Prairies,68147.0
286,15154,1,7,1,2,0,6,540,0,MB,61.7,11.4,Prairies,68147.0
287,15225,1,2,1,2,1,1,240,0,MB,61.7,11.4,Prairies,68147.0
288,15269,1,4,1,2,2,1,600,0,MB,61.7,11.4,Prairies,68147.0
289,15272,1,7,3,1,0,6,600,0,MB,61.7,11.4,Prairies,68147.0
290,15311,1,2,6,2,1,2,360,225,MB,61.7,11.4,Prairies,68147.0
291,15333,2,5,5,2,0,6,630,0,MB,61.7,11.4,Prairies,68147.0
292,15339,1,7,1,1,0,6,510,0,MB,61.7,11.4,Prairies,68147.0
293,15350,1,7,1,2,0,1,435,0,MB,61.7,11.4,Prairies,68147.0
294,15359,2,1,6,2,0,3,570,0,MB,61.7,11.4,Prairies,68147.0
295,15369,2,5,1,2,0,2,510,480,MB,61.7,11.4,Prairies,68147.0
296,15404,2,2,1,2,1,1,570,0,MB,61.7,11.4,Prairies,68147.0
297,15420,1,7,1,2,0,2,640,0,MB,61.7,11.4,Prairies,68147.0
298,15436,2,5,1,2,0,5,645,0,MB,61.7,11.4,Prairies,68147.0
299,15446,1,5,6,1,0,3,375,150,MB,61.7,11.4,Prairies,68147.0
300,15458,1,5,5,2,0,3,435,570,MB,61.7,11.4,Prairies,68147.0
301,15463,1,6,1,2,0,2,925,0,MB,61.7,11.4,Prairies,68147.0
302,15470,1,3,4,1,2,2,615,480,MB,61.7,11.4,Prairies,68147.0
303,15474,2,5,1,2,0,4,370,510,MB,61.7,11.4,Prairies,68147.0
304,15555,2,3,4,2,3,1,510,0,MB,61.7,11.4,Prairies,68147.0
305,15562,2,4,5,2,3,3,525,0,MB,61.7,11.4,Prairies,68147.0
306,15616,1,6,1,1,0,5,420,0,MB,61.7,11.4,Prairies,68147.0
307,15619,1,1,6,2,0,2,455,0,MB,61.7,11.4,Prairies,68147.0
308,15626,1,1,6,1,1,2,530,455,MB,61.7,11.4,Prairies,68147.0
309,15646,2,1,6,2,0,3,710,0,MB,61.7,11.4,Prairies,68147.0
310,15650,2,2,6,2,0,1,550,535,MB,61.7,11.4,Prairies,68147.0
311,15653,2,2,1,1,1,1,510,415,MB,61.7,11.4,Prairies,68147.0
312,15656,1,4,1,1,0,1,510,270,MB,61.7,11.4,Prairies,68147.0
313,15691,1,2,6,1,0,3,540,0,MB,61.7,11.4,Prairies,68147.0
314,15699,1,4,6,2,0,1,480,0,MB,61.7,11.4,Prairies,68147.0
315,15717,1,5,1,2,0,3,450,330,MB,61.7,11.4,Prairies,68147.0
316,15725,2,5,1,2,0,3,635,0,MB,61.7,11.4,Prairies,68147.0
317,15799,1,3,6,2,1,2,505,402,MB,61.7,11.4,Prairies,68147.0
318,15819,1,2,2,1,0,1,375,630,MB,61.7,11.4,Prairies,68147.0
319,15854,1,4,1,1,2,3,860,360,MB,61.7,11.4,Prairies,68147.0
320,15870,1,5,1,2,0,2,540,0,MB,61.7,11.4,Prairies,68147.0
321,15875,1,2,1,1,1,1,420,940,MB,61.7,11.4,Prairies,68147.0
322,15880,1,1,6,1,0,1,470,510,MB,61.7,11.4,Prairies,68147.0
323,15898,1,4,5,2,1,1,575,0,MB,61.7,11.4,Prairies,68147.0
324,15901,1,7,1,1,0,2,540,0,MB,61.7,11.4,Prairies,68147.0
325,15915,1,1,6,1,0,4,505,495,MB,61.7,11.4,Prairies,68147.0
326,15921,1,4,1,1,0,1,435,0,MB,61.7,11.4,Prairies,68147.0
327,15924,1,1,1,2,0,3,1190,0,MB,61.7,11.4,Prairies,68147.0
328,15930,1,2,1,1,1,2,470,785,MB,61.7,11.4,Prairies,68147.0
329,15937,2,4,5,2,0,4,525,430,MB,61.7,11.4,Prairies,68147.0
330,15944,2,6,6,1,0,1,420,0,MB,61.7,11.4,Prairies,68147.0
